scenario_name,simulation_date,Zone_name,Venue_type,count,density,occupancy_ratio,avg_speed,flow_in,avg_dwelltime,flow_out,flow_imbalance,flow_ratio,count_t-1,density_t-1,flow_in_t-1,count_trend,density_change_rate,rolling_count_3h,neighbor_density_avg,neighbor_flow_in,event_type,event_scale,time_to_event_start,time_to_event_end,hour_of_day,day_of_week,is_weekend,pressure_score,exit_blocked_flag,exits_open_count,zone_capacity,zone_area_sqm,num_exits,weather,temperature_c
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,3,0.01,0.03,1.5047,3,330.5276,3,0,1.0,5.0,0.0167,5.0,-2.0,-0.4,4.0,0.003,6.0,none,none,99,99,1,2,0,0.015,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,1.0,none,none,99,99,1,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,1.0,none,none,99,99,1,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,3.0,none,none,99,99,1,2,0,0.0,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,1,0.0007,0.0025,1.267,1,14.3733,1,0,1.0,1.0,0.0007,1.0,0.0,0.0,1.0,0.0007,2.0,none,none,99,99,1,2,0,0.0008,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,6,0.003,0.01,1.4314,6,186.2662,6,0,1.0,6.0,0.003,6.0,0.0,0.0,6.0,0.0046,11.0,none,none,99,99,1,2,0,0.0043,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,5,0.0056,0.02,1.3557,5,120.4287,5,0,1.0,4.0,0.0044,4.0,1.0,0.2499,4.5,0.0015,11.0,none,none,99,99,1,2,0,0.0075,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,9.0,none,none,99,99,1,2,0,0.0,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,1,0.001,0.0033,1.614,1,475.92,1,0,1.0,1.0,0.001,1.0,0.0,0.0,1.0,0.0029,11.0,none,none,99,99,1,2,0,0.0015,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,2,0.0019,0.0067,1.457,2,31.3547,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0029,11.0,none,none,99,99,1,2,0,0.0028,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,2,0.0029,0.0111,1.329,2,131.5499,2,0,1.0,2.0,0.0029,2.0,0.0,0.0,2.0,0.0016,6.0,none,none,99,99,1,2,0,0.0038,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0014,1.0,-1.0,-0.9993,0.5,0.0026,9.0,none,none,99,99,1,2,0,0.0,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,3.0,none,none,99,99,2,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,3,0.01,0.03,1.3523,3,28.0006,3,0,1.0,3.0,0.01,3.0,0.0,0.0,3.6667,0.003,6.0,none,none,99,99,2,2,0,0.0135,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,1.0,none,none,99,99,2,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,1.0,none,none,99,99,2,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,4.0,none,none,99,99,2,2,0,0.0,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,1,0.0007,0.0025,1.306,1,32.6914,1,0,1.0,1.0,0.0007,1.0,0.0,0.0,1.0,0.0007,2.0,none,none,99,99,2,2,0,0.0009,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,6,0.003,0.01,1.2856,6,30.1617,6,0,1.0,6.0,0.003,6.0,0.0,0.0,6.0,0.0043,10.0,none,none,99,99,2,2,0,0.0039,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,4,0.0044,0.016,1.2415,4,31.4472,4,0,1.0,5.0,0.0056,5.0,-1.0,-0.2,4.3333,0.0017,12.0,none,none,99,99,2,2,0,0.0055,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,8.0,none,none,99,99,2,2,0,0.0,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,1,0.001,0.0033,1.523,1,24.6116,1,0,1.0,1.0,0.001,1.0,0.0,0.0,1.0,0.0025,10.0,none,none,99,99,2,2,0,0.0015,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,2,0.0019,0.0067,1.3044,2,29.6573,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.003,11.0,none,none,99,99,2,2,0,0.0025,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,2,0.0029,0.0111,1.2997,2,31.4186,2,0,1.0,2.0,0.0029,2.0,0.0,0.0,2.0,0.0016,6.0,none,none,99,99,2,2,0,0.0037,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,1,0.0014,0.005,0.982,1,38.0284,1,0,1.0,0.0,0.0,0.0,1.0,100.0,0.6667,0.0023,8.0,none,none,99,99,2,2,0,0.0014,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,3.0,none,none,99,99,3,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,2,0.0067,0.02,1.2435,2,8.3386,2,0,1.0,3.0,0.01,3.0,-1.0,-0.3333,2.6667,0.003,6.0,none,none,99,99,3,2,0,0.0083,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,1.0,none,none,99,99,3,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,2.0,none,none,99,99,3,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,4.0,none,none,99,99,3,2,0,0.0,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,1,0.0007,0.0025,1.244,1,13.3565,1,0,1.0,1.0,0.0007,1.0,0.0,0.0,1.0,0.0011,3.0,none,none,99,99,3,2,0,0.0008,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,6,0.003,0.01,1.2024,6,26.8764,6,0,1.0,6.0,0.003,6.0,0.0,0.0,6.0,0.0035,9.0,none,none,99,99,3,2,0,0.0036,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,4,0.0044,0.016,1.2683,4,11.2724,4,0,1.0,4.0,0.0044,4.0,0.0,0.0,4.3333,0.002,13.0,none,none,99,99,3,2,0,0.0056,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,1,0.0017,0.0067,1.244,1,13.3565,1,0,1.0,0.0,0.0,0.0,1.0,100.0,0.3333,0.0022,8.0,none,none,99,99,3,2,0,0.0021,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,1,0.001,0.0033,1.063,1,66.0541,1,0,1.0,1.0,0.001,1.0,0.0,0.0,1.0,0.003,11.0,none,none,99,99,3,2,0,0.001,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,2,0.0019,0.0067,1.2625,2,24.683,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.003,11.0,none,none,99,99,3,2,0,0.0024,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,2,0.0029,0.0111,1.2437,2,10.0113,2,0,1.0,2.0,0.0029,2.0,0.0,0.0,2.0,0.0021,7.0,none,none,99,99,3,2,0,0.0036,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,1,0.0014,0.005,1.379,1,19.006,1,0,1.0,1.0,0.0014,1.0,0.0,0.0,0.6667,0.0023,8.0,none,none,99,99,3,2,0,0.002,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,2.0,none,none,99,99,4,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,1,0.0033,0.01,1.285,1,36.1142,1,0,1.0,2.0,0.0067,2.0,-1.0,-0.4999,2.0,0.003,6.0,none,none,99,99,4,2,0,0.0043,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,1.0,none,none,99,99,4,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,2.0,none,none,99,99,4,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,3.0,none,none,99,99,4,2,0,0.0,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,1,0.0007,0.0025,1.53,1,464.357,1,0,1.0,1.0,0.0007,1.0,0.0,0.0,1.0,0.0011,3.0,none,none,99,99,4,2,0,0.001,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,6,0.003,0.01,1.4661,6,174.5737,6,0,1.0,6.0,0.003,6.0,0.0,0.0,6.0,0.0027,8.0,none,none,99,99,4,2,0,0.0044,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,4,0.0044,0.016,1.4824,4,216.2865,4,0,1.0,4.0,0.0044,4.0,0.0,0.0,4.0,0.0017,12.0,none,none,99,99,4,2,0,0.0066,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,1,0.0017,0.0067,1.53,1,464.357,1,0,1.0,1.0,0.0017,1.0,0.0,0.0,0.6667,0.0022,8.0,none,none,99,99,4,2,0,0.0025,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,1,0.001,0.0033,1.442,1,36.6499,1,0,1.0,1.0,0.001,1.0,0.0,0.0,1.0,0.003,11.0,none,none,99,99,4,2,0,0.0014,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,2,0.0019,0.0067,1.591,2,197.3877,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0025,10.0,none,none,99,99,4,2,0,0.003,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,2,0.0029,0.0111,1.4075,2,250.2356,2,0,1.0,2.0,0.0029,2.0,0.0,0.0,2.0,0.0017,6.0,none,none,99,99,4,2,0,0.004,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0014,1.0,-1.0,-0.9993,0.6667,0.0023,8.0,none,none,99,99,4,2,0,0.0,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,6.0,none,none,99,99,5,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,5,0.0167,0.05,1.1518,5,24.2593,5,0,1.0,1.0,0.0033,1.0,4.0,3.9988,2.6667,0.006,12.0,none,none,99,99,5,2,0,0.0192,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,2.0,none,none,99,99,5,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,5.0,none,none,99,99,5,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,1,0.0007,0.002,1.476,1,40.3782,1,0,1.0,0.0,0.0,0.0,1.0,100.0,0.3333,0.0016,5.0,none,none,99,99,5,2,0,0.001,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,1,0.0007,0.0025,1.326,1,23.3183,1,0,1.0,1.0,0.0007,1.0,0.0,0.0,1.0,0.0017,5.0,none,none,99,99,5,2,0,0.0009,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,12,0.006,0.02,1.256,12,57.0856,12,0,1.0,6.0,0.003,6.0,6.0,0.9997,8.0,0.0078,19.0,none,none,99,99,5,2,0,0.0075,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,7,0.0078,0.028,1.2583,7,29.0337,7,0,1.0,4.0,0.0044,4.0,3.0,0.7498,5.0,0.0036,25.0,none,none,99,99,5,2,0,0.0098,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,2,0.0033,0.0133,1.4295,2,241.1947,2,0,1.0,1.0,0.0017,1.0,1.0,0.9994,1.3333,0.0035,13.0,none,none,99,99,5,2,0,0.0048,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,3,0.0029,0.01,1.4733,3,210.2287,3,0,1.0,1.0,0.001,1.0,2.0,1.9979,1.6667,0.0057,21.0,none,none,99,99,5,2,0,0.0042,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,4,0.0038,0.0133,1.1216,4,32.1928,4,0,1.0,2.0,0.0019,2.0,2.0,0.9995,2.6667,0.0055,21.0,none,none,99,99,5,2,0,0.0043,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,2,0.0029,0.0111,1.2647,2,21.748,2,0,1.0,2.0,0.0029,2.0,0.0,0.0,2.0,0.0037,12.0,none,none,99,99,5,2,0,0.0036,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,2,0.0029,0.01,1.132,2,31.275,2,0,1.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0038,14.0,none,none,99,99,5,2,0,0.0032,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,11.0,none,none,99,99,6,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,13,0.0433,0.13,1.2584,13,57.9609,13,0,1.0,5.0,0.0167,5.0,8.0,1.5999,6.3333,0.012,24.0,none,none,99,99,6,2,0,0.0545,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,5.0,none,none,99,99,6,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,9.0,none,none,99,99,6,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,2,0.0013,0.004,1.264,2,16.8804,2,0,1.0,1.0,0.0007,1.0,1.0,0.9985,1.0,0.0048,15.0,none,none,99,99,6,2,0,0.0017,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,3,0.002,0.0075,1.3507,3,165.9395,3,0,1.0,1.0,0.0007,1.0,2.0,1.997,1.6667,0.0045,13.0,none,none,99,99,6,2,0,0.0027,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,24,0.012,0.04,1.2077,24,56.3084,24,0,1.0,12.0,0.006,12.0,12.0,0.9998,14.0,0.0179,40.0,none,none,99,99,6,2,0,0.0145,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,16,0.0178,0.064,1.2673,16,58.1785,16,0,1.0,7.0,0.0078,7.0,9.0,1.2855,9.0,0.0077,51.0,none,none,99,99,6,2,0,0.0225,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,4,0.0067,0.0267,1.3642,4,144.9896,4,0,1.0,2.0,0.0033,2.0,2.0,0.9997,2.3333,0.0086,31.0,none,none,99,99,6,2,0,0.0091,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,5,0.0048,0.0167,1.2395,5,112.5431,5,0,1.0,3.0,0.0029,3.0,2.0,0.6664,3.0,0.0121,44.0,none,none,99,99,6,2,0,0.0059,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,6,0.0057,0.02,1.2126,6,26.068,6,0,1.0,4.0,0.0038,4.0,2.0,0.4999,4.0,0.0123,45.0,none,none,99,99,6,2,0,0.0069,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,7,0.01,0.0389,1.2921,7,105.9082,7,0,1.0,2.0,0.0029,2.0,5.0,2.4991,3.6667,0.0084,28.0,none,none,99,99,6,2,0,0.0129,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,5,0.0071,0.025,1.2575,5,22.098,5,0,1.0,2.0,0.0029,2.0,3.0,1.4995,2.3333,0.0087,31.0,none,none,99,99,6,2,0,0.009,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,22.0,none,none,99,99,7,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_N,MALL,16,0.0533,0.16,1.2351,16,52.2173,16,0,1.0,13.0,0.0433,13.0,3.0,0.2308,11.3333,0.024,48.0,none,none,99,99,7,2,0,0.0659,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_S,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,10.0,none,none,99,99,7,2,0,0.0,1,3,100,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,18.0,none,none,99,99,7,2,0,0.0,1,3,80,300.0,1,rainy,22.0
Evening Closing,2024-03-13,EventArea,MALL,5,0.0033,0.01,1.2967,5,37.8628,5,0,1.0,2.0,0.0013,2.0,3.0,1.4989,2.6667,0.008,25.0,none,none,99,99,7,2,0,0.0043,1,3,500,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,FoodCourt,MALL,5,0.0033,0.0125,1.3175,5,99.1939,5,0,1.0,3.0,0.002,3.0,2.0,0.6663,3.0,0.0069,21.0,none,none,99,99,7,2,0,0.0044,1,3,400,1500.0,1,rainy,22.0
Evening Closing,2024-03-13,Lobby,MALL,48,0.024,0.08,1.2512,48,76.6223,48,0,1.0,24.0,0.012,24.0,24.0,0.9999,28.0,0.0282,73.0,none,none,99,99,7,2,0,0.03,1,3,600,2000.0,2,rainy,22.0
Evening Closing,2024-03-13,PedestrianPathway,MALL,33,0.0367,0.132,1.3015,33,76.3624,33,0,1.0,16.0,0.0178,16.0,17.0,1.0624,18.6667,0.0142,98.0,none,none,99,99,7,2,0,0.0477,1,3,250,900.0,0,rainy,22.0
Evening Closing,2024-03-13,QueueArea,MALL,6,0.01,0.04,1.135,6,159.2177,6,0,1.0,4.0,0.0067,4.0,2.0,0.4999,4.0,0.0164,60.0,none,none,99,99,7,2,0,0.0113,1,3,150,600.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_L,MALL,12,0.0114,0.04,1.1276,12,114.3055,12,0,1.0,5.0,0.0048,5.0,7.0,1.3997,6.6667,0.0236,87.0,none,none,99,99,7,2,0,0.0129,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,RetailArea_R,MALL,12,0.0114,0.04,1.294,12,29.0885,12,0,1.0,6.0,0.0057,6.0,6.0,0.9998,7.3333,0.025,91.0,none,none,99,99,7,2,0,0.0148,1,3,300,1050.0,1,rainy,22.0
Evening Closing,2024-03-13,ServicePoint,MALL,10,0.0143,0.0556,1.2953,10,80.1421,10,0,1.0,7.0,0.01,7.0,3.0,0.4285,6.3333,0.0161,54.0,none,none,99,99,7,2,0,0.0185,1,3,180,700.0,1,rainy,22.0
Evening Closing,2024-03-13,WaitingArea,MALL,10,0.0143,0.05,1.3338,10,33.6566,10,0,1.0,5.0,0.0071,5.0,5.0,0.9999,5.6667,0.0164,60.0,none,none,99,99,7,2,0,0.0191,1,3,200,700.0,1,rainy,22.0
Evening Closing,2024-03-13,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,37.0,none,none,99,99,8,2,0,0.0,1,3,80,300.0,1,rainy,22.0
