scenario_name,simulation_date,Zone_name,Venue_type,count,density,occupancy_ratio,avg_speed,flow_in,avg_dwelltime,flow_out,flow_imbalance,flow_ratio,count_t-1,density_t-1,flow_in_t-1,count_trend,density_change_rate,rolling_count_3h,neighbor_density_avg,neighbor_flow_in,event_type,event_scale,time_to_event_start,time_to_event_end,hour_of_day,day_of_week,is_weekend,pressure_score,exit_blocked_flag,exits_open_count,zone_capacity,zone_area_sqm,num_exits,weather,temperature_c
Emergency Drill,2024-03-12,ServicePoint,MALL,3,0.0043,0.0167,1.8223,3,11.7406,3,0,1.0,0.0,0.0,0.0,3.0,100.0,3.0,0.0029,11.0,none,none,13,14,0,1,0,0.0078,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,2,0.0029,0.01,1.3255,2,8.3067,2,0,1.0,0.0,0.0,0.0,2.0,100.0,2.0,0.0033,13.0,none,none,13,14,0,1,0,0.0038,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,4.0,none,none,12,13,1,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,7.0,none,none,12,13,1,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,3,0.01,0.03,1.6333,3,304.1463,3,0,1.0,2.0,0.0067,2.0,1.0,0.4999,2.5,0.0023,7.0,none,none,12,13,1,1,0,0.0163,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,3.0,none,none,12,13,1,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,3,0.002,0.006,1.4765,3,231.9387,3,0,1.0,4.0,0.0027,4.0,-1.0,-0.2499,3.5,0.0053,13.0,none,none,12,13,1,1,0,0.003,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,4,0.0027,0.01,1.5783,4,253.8966,4,0,1.0,4.0,0.0027,4.0,0.0,0.0,4.0,0.0048,11.0,none,none,12,13,1,1,0,0.0042,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,7,0.0035,0.0117,1.5687,7,305.0048,7,0,1.0,3.0,0.0015,3.0,4.0,1.3324,5.0,0.0021,8.0,none,none,12,13,1,1,0,0.0055,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,4,0.0044,0.016,1.5347,4,239.506,4,0,1.0,4.0,0.0044,4.0,0.0,0.0,4.0,0.0029,18.0,none,none,12,13,1,1,0,0.0068,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,1,0.0017,0.0067,1.541,1,499.0517,1,0,1.0,1.0,0.0017,1.0,0.0,0.0,1.0,0.0037,14.0,none,none,12,13,1,1,0,0.0026,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,2,0.0019,0.0067,1.5163,2,168.2647,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0032,12.0,none,none,12,13,1,1,0,0.0029,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,2,0.0019,0.0067,1.698,2,454.7839,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0036,13.0,none,none,12,13,1,1,0,0.0032,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,4,0.0057,0.0222,1.518,4,133.0917,4,0,1.0,3.0,0.0043,3.0,1.0,0.3333,3.5,0.0029,11.0,none,none,12,13,1,1,0,0.0087,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,2,0.0029,0.01,1.698,2,454.7839,2,0,1.0,2.0,0.0029,2.0,0.0,0.0,2.0,0.0035,13.0,none,none,12,13,1,1,0,0.0049,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,5.0,none,none,11,12,2,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,8.0,none,none,11,12,2,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,5,0.0167,0.05,1.522,5,107.7978,5,0,1.0,3.0,0.01,3.0,2.0,0.6666,3.3333,0.003,9.0,none,none,11,12,2,1,0,0.0254,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,3.0,none,none,11,12,2,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,4,0.0027,0.008,1.5866,4,112.1128,4,0,1.0,3.0,0.002,3.0,1.0,0.3332,3.6667,0.0071,16.0,none,none,11,12,2,1,0,0.0042,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,5,0.0033,0.0125,1.3309,5,6.2332,5,0,1.0,4.0,0.0027,4.0,1.0,0.2499,4.3333,0.0063,13.0,none,none,11,12,2,1,0,0.0044,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,8,0.004,0.0133,1.3516,8,49.6368,8,0,1.0,7.0,0.0035,7.0,1.0,0.1428,6.0,0.0032,12.0,none,none,11,12,2,1,0,0.0054,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,8,0.0089,0.032,1.3957,8,50.7139,8,0,1.0,4.0,0.0044,4.0,4.0,0.9998,5.3333,0.003,19.0,none,none,11,12,2,1,0,0.0124,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,1,0.0017,0.0067,1.286,1,1.5299,1,0,1.0,1.0,0.0017,1.0,0.0,0.0,1.0,0.0046,18.0,none,none,11,12,2,1,0,0.0021,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,2,0.0019,0.0067,1.6793,2,4.8873,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0049,17.0,none,none,11,12,2,1,0,0.0032,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,2,0.0019,0.0067,1.64,2,261.5454,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0057,19.0,none,none,11,12,2,1,0,0.0031,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,3,0.0043,0.0167,1.2738,3,8.3337,3,0,1.0,4.0,0.0057,4.0,-1.0,-0.25,3.3333,0.0045,17.0,none,none,11,12,2,1,0,0.0055,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,3,0.0043,0.015,1.5477,3,178.666,3,0,1.0,2.0,0.0029,2.0,1.0,0.4998,2.3333,0.0044,17.0,none,none,11,12,2,1,0,0.0066,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,5.0,none,none,10,11,3,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,7.0,none,none,10,11,3,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,4,0.0133,0.04,1.4888,4,8.9661,4,0,1.0,5.0,0.0167,5.0,-1.0,-0.2,4.0,0.003,9.0,none,none,10,11,3,1,0,0.0198,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,2.0,none,none,10,11,3,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,5,0.0033,0.01,1.394,5,9.8101,5,0,1.0,4.0,0.0027,4.0,1.0,0.2499,4.0,0.0072,17.0,none,none,10,11,3,1,0,0.0046,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,4,0.0027,0.01,1.6318,4,90.8433,4,0,1.0,5.0,0.0033,5.0,-1.0,-0.1999,4.3333,0.0063,15.0,none,none,10,11,3,1,0,0.0044,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,7,0.0035,0.0117,1.4748,7,9.4546,7,0,1.0,8.0,0.004,8.0,-1.0,-0.125,7.3333,0.0032,12.0,none,none,10,11,3,1,0,0.0052,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,8,0.0089,0.032,1.4599,8,62.8807,8,0,1.0,8.0,0.0089,8.0,0.0,0.0,6.6667,0.0034,20.0,none,none,10,11,3,1,0,0.013,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1.0,0.0017,1.0,-1.0,-0.9994,0.6667,0.0055,20.0,none,none,10,11,3,1,0,0.0,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,2,0.0019,0.0067,1.82,2,247.8463,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0041,15.0,none,none,10,11,3,1,0,0.0035,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,2,0.0019,0.0067,1.5345,2,11.6776,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0056,18.0,none,none,10,11,3,1,0,0.0029,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,6,0.0086,0.0333,1.4317,6,88.824,6,0,1.0,3.0,0.0043,3.0,3.0,0.9998,4.3333,0.004,15.0,none,none,10,11,3,1,0,0.0123,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,3,0.0043,0.015,1.4028,3,10.4354,3,0,1.0,3.0,0.0043,3.0,0.0,0.0,2.6667,0.0057,21.0,none,none,10,11,3,1,0,0.006,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,4.0,none,none,9,10,4,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,7.0,none,none,9,10,4,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,3,0.01,0.03,2.002,3,10.6872,3,0,1.0,4.0,0.0133,4.0,-1.0,-0.25,4.0,0.003,9.0,none,none,9,10,4,1,0,0.02,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,2.0,none,none,9,10,4,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,5,0.0033,0.01,1.7882,5,9.7876,5,0,1.0,5.0,0.0033,5.0,0.0,0.0,4.6667,0.0046,11.0,none,none,9,10,4,1,0,0.006,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,4,0.0027,0.01,1.8612,4,167.6166,4,0,1.0,4.0,0.0027,4.0,0.0,0.0,4.3333,0.0045,11.0,none,none,9,10,4,1,0,0.005,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,7,0.0035,0.0117,1.7789,7,68.9732,7,0,1.0,7.0,0.0035,7.0,0.0,0.0,7.3333,0.0027,10.0,none,none,9,10,4,1,0,0.0062,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,7,0.0078,0.028,1.8341,7,77.1825,7,0,1.0,8.0,0.0089,8.0,-1.0,-0.125,7.6667,0.0023,15.0,none,none,9,10,4,1,0,0.0143,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,1,0.0017,0.0067,1.898,1,7.7319,1,0,1.0,0.0,0.0,0.0,1.0,100.0,0.6667,0.0036,14.0,none,none,9,10,4,1,0,0.0032,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,1,0.001,0.0033,2.053,1,12.7631,1,0,1.0,2.0,0.0019,2.0,-1.0,-0.4997,1.6667,0.0043,15.0,none,none,9,10,4,1,0,0.002,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,2,0.0019,0.0067,1.931,2,12.9423,2,0,1.0,2.0,0.0019,2.0,0.0,0.0,2.0,0.0047,16.0,none,none,9,10,4,1,0,0.0037,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,2,0.0029,0.0111,1.6125,2,7.8069,2,0,1.0,6.0,0.0086,6.0,-4.0,-0.6666,3.6667,0.0037,14.0,none,none,9,10,4,1,0,0.0046,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,2,0.0029,0.01,1.931,2,12.9423,2,0,1.0,3.0,0.0043,3.0,-1.0,-0.3333,2.6667,0.004,16.0,none,none,9,10,4,1,0,0.0055,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,10.0,none,none,8,9,5,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,14.0,none,none,8,9,5,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,7,0.0233,0.07,1.4021,7,11.1261,7,0,1.0,3.0,0.01,3.0,4.0,1.3332,4.6667,0.006,18.0,none,none,8,9,5,1,0,0.0327,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,7.0,none,none,8,9,5,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,9,0.006,0.018,1.6015,9,12.0211,9,0,1.0,5.0,0.0033,5.0,4.0,0.7998,6.3333,0.0123,30.0,none,none,8,9,5,1,0,0.0096,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,9,0.006,0.0225,1.6099,9,158.736,9,0,1.0,4.0,0.0027,4.0,5.0,1.2495,5.6667,0.0114,27.0,none,none,8,9,5,1,0,0.0097,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,14,0.007,0.0233,1.5426,14,60.6601,14,0,1.0,7.0,0.0035,7.0,7.0,0.9997,9.3333,0.0055,21.0,none,none,8,9,5,1,0,0.0108,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,13,0.0144,0.052,1.566,13,63.2473,13,0,1.0,7.0,0.0078,7.0,6.0,0.857,9.3333,0.0066,39.0,none,none,8,9,5,1,0,0.0226,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,3,0.005,0.02,1.348,3,126.5113,3,0,1.0,1.0,0.0017,1.0,2.0,1.9988,1.3333,0.0089,34.0,none,none,8,9,5,1,0,0.0067,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,4,0.0038,0.0133,1.5698,4,105.0158,4,0,1.0,1.0,0.001,1.0,3.0,2.9969,2.3333,0.0088,30.0,none,none,8,9,5,1,0,0.006,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,4,0.0038,0.0133,1.757,4,13.3765,4,0,1.0,2.0,0.0019,2.0,2.0,0.9995,2.6667,0.01,33.0,none,none,8,9,5,1,0,0.0067,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,8,0.0114,0.0444,1.6692,8,14.1093,8,0,1.0,2.0,0.0029,2.0,6.0,2.999,5.3333,0.0085,31.0,none,none,8,9,5,1,0,0.0191,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,6,0.0086,0.03,1.647,6,11.8549,6,0,1.0,2.0,0.0029,2.0,4.0,1.9993,3.6667,0.0089,34.0,none,none,8,9,5,1,0,0.0141,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,25.0,none,none,7,8,6,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,33.0,none,none,7,8,6,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,20,0.0667,0.2,1.453,20,58.0884,20,0,1.0,7.0,0.0233,7.0,13.0,1.8571,10.0,0.015,45.0,none,none,7,8,6,1,0,0.0969,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,18.0,none,none,7,8,6,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,21,0.014,0.042,1.5776,21,119.862,21,0,1.0,9.0,0.006,9.0,12.0,1.3331,11.6667,0.031,73.0,none,none,7,8,6,1,0,0.0221,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,24,0.016,0.06,1.5321,24,65.0901,24,0,1.0,9.0,0.006,9.0,15.0,1.6664,12.3333,0.0289,64.0,none,none,7,8,6,1,0,0.0245,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,33,0.0165,0.055,1.502,33,93.6046,33,0,1.0,14.0,0.007,14.0,19.0,1.3569,18.0,0.0139,53.0,none,none,7,8,6,1,0,0.0248,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,32,0.0356,0.128,1.548,32,57.1155,32,0,1.0,13.0,0.0144,13.0,19.0,1.4614,17.3333,0.0152,91.0,none,none,7,8,6,1,0,0.055,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,8,0.0133,0.0533,1.4995,8,132.0595,8,0,1.0,3.0,0.005,3.0,5.0,1.6663,4.0,0.0206,81.0,none,none,7,8,6,1,0,0.02,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,10,0.0095,0.0333,1.5902,10,157.5467,10,0,1.0,4.0,0.0038,4.0,6.0,1.4996,5.0,0.0218,73.0,none,none,7,8,6,1,0,0.0151,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,11,0.0105,0.0367,1.5265,11,91.1611,11,0,1.0,4.0,0.0038,4.0,7.0,1.7495,5.6667,0.024,79.0,none,none,7,8,6,1,0,0.016,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,15,0.0214,0.0833,1.5473,15,42.9356,15,0,1.0,8.0,0.0114,8.0,7.0,0.8749,8.3333,0.0212,78.0,none,none,7,8,6,1,0,0.0332,1,2,180,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,WaitingArea,MALL,14,0.02,0.07,1.5088,14,78.2854,14,0,1.0,6.0,0.0086,6.0,8.0,1.3332,7.3333,0.0204,79.0,none,none,7,8,6,1,0,0.0302,1,2,200,700.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_E,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,44.0,none,none,6,7,7,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_N,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,63.0,none,none,6,7,7,1,0,0.0,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_S,MALL,38,0.1267,0.38,1.5131,38,59.7292,38,0,1.0,20.0,0.0667,20.0,18.0,0.9,21.6667,0.0293,88.0,none,none,6,7,7,1,0,0.1917,1,2,100,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EntryExitPoint_W,MALL,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,33.0,none,none,6,7,7,1,0,0.0,1,2,80,300.0,1,sunny,27.0
Emergency Drill,2024-03-12,EventArea,MALL,40,0.0267,0.08,1.6045,40,68.1481,40,0,1.0,21.0,0.014,21.0,19.0,0.9047,23.3333,0.065,157.0,none,none,6,7,7,1,0,0.0428,1,2,500,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,FoodCourt,MALL,48,0.032,0.12,1.4782,48,46.725,48,0,1.0,24.0,0.016,24.0,24.0,0.9999,27.0,0.0607,138.0,none,none,6,7,7,1,0,0.0473,1,2,400,1500.0,1,sunny,27.0
Emergency Drill,2024-03-12,Lobby,MALL,63,0.0315,0.105,1.5107,63,57.9602,63,0,1.0,33.0,0.0165,33.0,30.0,0.909,36.6667,0.0275,104.0,none,none,6,7,7,1,0,0.0476,1,2,600,2000.0,2,sunny,27.0
Emergency Drill,2024-03-12,PedestrianPathway,MALL,68,0.0756,0.272,1.5395,68,60.1229,68,0,1.0,32.0,0.0356,32.0,36.0,1.125,37.6667,0.032,185.0,none,none,6,7,7,1,0,0.1163,1,2,250,900.0,0,sunny,27.0
Emergency Drill,2024-03-12,QueueArea,MALL,15,0.025,0.1,1.4042,15,39.1532,15,0,1.0,8.0,0.0133,8.0,7.0,0.8749,8.6667,0.0472,179.0,none,none,6,7,7,1,0,0.0351,1,2,150,600.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_L,MALL,18,0.0171,0.06,1.4166,18,10.2767,18,0,1.0,10.0,0.0095,10.0,8.0,0.7999,10.6667,0.044,146.0,none,none,6,7,7,1,0,0.0243,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,RetailArea_R,MALL,18,0.0171,0.06,1.5486,18,32.2006,18,0,1.0,11.0,0.0105,11.0,7.0,0.6363,11.0,0.0481,157.0,none,none,6,7,7,1,0,0.0265,1,2,300,1050.0,1,sunny,27.0
Emergency Drill,2024-03-12,ServicePoint,MALL,45,0.0643,0.25,1.5566,45,57.2703,45,0,1.0,15.0,0.0214,15.0,30.0,1.9999,22.6667,0.0424,157.0,none,none,6,7,7,1,0,0.1001,1,2,180,700.0,1,sunny,27.0
